static_ID,page_name,favorites,block,Ads_count,block_date,Facebook_ID,insta_followers,instgram_ID,Page_likes,profile_pic,country
111188503994703,Perfumices,0,0,20,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-4.fna.fbcdn.net/v/t39.35426-6/306888412_1119387622020387_7327106710384880506_n.jpg?stp=dst-jpg_s60x60&_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=7XUaARcFqzoAX_iqImF&_nc_ht=scontent.fcai21-4.fna&oh=00_AT9ju6MmzT64oAL0E8nm4nrUM_vK4SKMCt7XYRbWTiu-TA&oe=63423077,ALL
106535905301946,Divetro Perfumes,0,0,4,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-3.fna.fbcdn.net/v/t39.35426-6/294888625_830750034523465_4418927395412742544_n.jpg?stp=dst-jpg_s60x60&_nc_cat=110&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=EPJCYxabOPQAX-IQ4BD&_nc_ht=scontent.fcai21-3.fna&oh=00_AT_IMjwfY28sV-KboZsZN_5tUqAdeb295hqt06PjVRZkQg&oe=63412757,ALL
103874739171289,Rosatini Store,0,0,3,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-4.fna.fbcdn.net/v/t39.35426-6/310987605_1420193371805274_4278803598622744885_n.jpg?stp=dst-jpg_s60x60&_nc_cat=101&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=r_GQhhTRRjkAX9BjX7N&_nc_ht=scontent.fcai21-4.fna&oh=00_AT9zhqhbi8OOq6oTtIyeFUUsUWCLomq7PEJ92R9DRkrAGg&oe=63448DD9,ALL
100138959552683,Mcpilottooriginal,0,0,1,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-3.fna.fbcdn.net/v/t39.35426-6/309312487_1061651881198895_1089650450932739183_n.jpg?stp=dst-jpg_s60x60&_nc_cat=100&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=auZyQcl8plAAX80AEo8&tn=rI3k6TAasiqplOoy&_nc_ht=scontent.fcai21-3.fna&oh=00_AT_5_QdbeoaXTlqMd7vnAji9OpXZiUpvPHJlJ2li_vAkGQ&oe=6341BC2E,ALL,EG,SA
104045089123417,Fabrica do dennis,0,0,1,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-4.fna.fbcdn.net/v/t39.35426-6/309638990_796434851691105_4165139332538630971_n.jpg?stp=dst-jpg_s60x60&_nc_cat=106&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=BkXPaABR79cAX9rBna8&_nc_ht=scontent.fcai21-4.fna&oh=00_AT9rWkTgn8rJCZVHewnIGZnEXLc3Fje3FmYOg6Dd6hZTpg&oe=63406635,ALL
102261615783246,Perfumeria Urano,0,0,2,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-4.fna.fbcdn.net/v/t39.35426-6/309856501_675449326964060_5126960845312970998_n.jpg?stp=dst-jpg_s60x60&_nc_cat=111&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=-7V5vNBsHLcAX_dunfY&_nc_ht=scontent.fcai21-4.fna&oh=00_AT9D0tY5uwkybWgzFh_uxO8GLx8ul6Qi3I8LmHekdS8bSw&oe=63413585,ALL
107931417258908,lojalidianaperfumes_,0,0,1,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-4.fna.fbcdn.net/v/t39.35426-6/310385659_2513912185426921_8336072446424329002_n.jpg?stp=dst-jpg_s60x60&_nc_cat=104&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=e_qx2vdVv7gAX9RuI0d&_nc_ht=scontent.fcai21-4.fna&oh=00_AT8wZky5PhQ4udCvZjM1uHnIDV6LPm8lWfuT8baswZgJzA&oe=63414CA7,ALL
104500635756160,TEKİN ACAR Perfume,0,0,2,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-4.fna.fbcdn.net/v/t39.35426-6/310931886_5809707685716890_1601981051227352848_n.jpg?stp=dst-jpg_s60x60&_nc_cat=102&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=L-Smm9faaJcAX9L7ruN&_nc_ht=scontent.fcai21-4.fna&oh=00_AT9xs6jUpStBzZMXVhFFoIYZQyJP3idTd6CRTQFbLf0X9w&oe=6345A2B5,ALL
547890408927247,Rebecca Fernandes,0,0,5,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-4.fna.fbcdn.net/v/t39.35426-6/307169006_656105179337486_5337959260966948093_n.jpg?stp=dst-jpg_s60x60&_nc_cat=109&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=Zz2MntKX5NkAX9G15zt&_nc_oc=AQkGDdCZr5kncpXxtRTBwQ2gU8Tq4Bv3XsRo8leQ514tZUqe6Df1N48nLjo809i00Rk&_nc_ht=scontent.fcai21-4.fna&oh=00_AT88YxUlFclSPMv-pq_UqTbuxPMm6w-CBAifs1WWqI-2cg&oe=63410A84,ALL
107414542139433,Escritório Stark,0,0,36,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-3.fna.fbcdn.net/v/t39.35426-6/310710444_1156905851566969_1278582854347755084_n.jpg?stp=dst-jpg_s60x60&_nc_cat=108&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=MZGNAMDgaLYAX9CeMxj&tn=rI3k6TAasiqplOoy&_nc_ht=scontent.fcai21-3.fna&oh=00_AT_U2WY-qeH9yiVg2BnFA_hXcXpuglHlvGPUQccf8VCZlw&oe=6341E898,ALL
108441542026261,Luluh Cosmeticos Brazil,0,0,7,,NO Facebook ID found,0,NO insta ID found,0,https://scontent.fcai21-4.fna.fbcdn.net/v/t39.35426-6/309653623_610267247237393_5824553560065647270_n.jpg?stp=dst-jpg_s60x60&_nc_cat=109&ccb=1-7&_nc_sid=cf96c8&_nc_ohc=hEMpMJ7-xdkAX9cEEY4&tn=rI3k6TAasiqplOoy&_nc_ht=scontent.fcai21-4.fna&oh=00_AT--vAtLOE8f3ONf1OhVnHAiixUwPb73kS-ibQXVIoqG_A&oe=634107FC,ALL
